2025-04-03 18:40:14.377 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 19.0.2 on LAPTOP-1HFCDDG0 with PID 7408 (D:\Program\easyjava\wgcloud-3.5.7\wgcloud-server\target\classes started by Ho1L0w_By in D:\Program\easyjava\wgcloud-3.5.7)
2025-04-03 19:20:24.414 [taskScheduler-3] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:20:24
2025-04-03 19:20:24.415 [taskScheduler-3] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:20:24
2025-04-03 19:21:24.418 [taskScheduler-10] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:21:24
2025-04-03 19:21:24.418 [taskScheduler-12] INFO  com.wgcloud.task.ScheduledTask - heathMonitorTask------------2025-04-03 19:21:24
2025-04-03 19:21:24.419 [taskScheduler-10] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:21:24
2025-04-03 19:22:24.421 [taskScheduler-5] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:22:24
2025-04-03 19:22:24.422 [taskScheduler-5] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:22:24
2025-04-03 19:23:24.421 [taskScheduler-15] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:23:24
2025-04-03 19:23:24.422 [taskScheduler-15] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:23:24
2025-04-03 19:24:24.419 [taskScheduler-16] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:24:24
2025-04-03 19:24:24.420 [taskScheduler-16] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:24:24
2025-04-03 19:25:24.420 [taskScheduler-17] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:25:24
2025-04-03 19:25:24.420 [taskScheduler-17] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:25:24
2025-04-03 19:26:24.420 [taskScheduler-18] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:26:24
2025-04-03 19:26:24.420 [taskScheduler-18] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:26:24
2025-04-03 19:27:24.411 [taskScheduler-19] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:27:24
2025-04-03 19:27:24.412 [taskScheduler-19] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:27:24
2025-04-03 19:28:24.410 [taskScheduler-20] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:28:24
2025-04-03 19:28:24.410 [taskScheduler-20] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:28:24
2025-04-03 19:29:24.413 [taskScheduler-21] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:29:24
2025-04-03 19:29:24.413 [taskScheduler-21] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:29:24
2025-04-03 19:30:24.421 [taskScheduler-14] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:30:24
2025-04-03 19:30:24.421 [taskScheduler-14] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:30:24
2025-04-03 19:31:24.413 [taskScheduler-4] INFO  com.wgcloud.task.ScheduledTask - heathMonitorTask------------2025-04-03 19:31:24
2025-04-03 19:31:24.413 [taskScheduler-13] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:31:24
2025-04-03 19:31:24.413 [taskScheduler-13] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:31:24
2025-04-03 19:32:24.411 [taskScheduler-10] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:32:24
2025-04-03 19:32:24.411 [taskScheduler-10] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:32:24
2025-04-03 19:32:43.134 [http-nio-9999-exec-9] WARN  org.springframework.web.servlet.PageNotFound - No mapping for GET /wgcloud/login/login.html
2025-04-03 19:32:59.792 [http-nio-9999-exec-7] WARN  org.springframework.web.servlet.PageNotFound - No mapping for GET /wgcloud/login/login.html
2025-04-03 19:33:24.420 [taskScheduler-12] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:33:24
2025-04-03 19:33:24.420 [taskScheduler-12] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:33:24
2025-04-03 19:33:36.180 [http-nio-9999-exec-9] WARN  org.springframework.web.servlet.PageNotFound - No mapping for GET /wgcloud/login/login.html
2025-04-03 19:33:44.649 [http-nio-9999-exec-7] WARN  org.springframework.web.servlet.PageNotFound - No mapping for GET /wgcloud/login/login.html
2025-04-03 19:33:51.319 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-04-03 19:33:51.323 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-04-03 19:46:53.560 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 25928 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-server\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 19:46:53.561 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 19:46:53.608 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 19:46:53.608 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 19:46:54.458 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
2025-04-03 19:46:54.465 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 19:46:54.466 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 19:46:54.529 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud] - Initializing Spring embedded WebApplicationContext
2025-04-03 19:46:54.529 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 920 ms
2025-04-03 19:46:55.368 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2025-04-03 19:46:55.611 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-04-03 19:46:55.642 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path '/wgcloud'
2025-04-03 19:46:55.652 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Started WgcloudServiceApplication in 2.423 seconds (JVM running for 3.075)
2025-04-03 19:47:12.291 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 25960 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-agent\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 19:47:12.293 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 19:47:12.332 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 19:47:12.332 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 19:47:12.918 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
2025-04-03 19:47:12.924 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 19:47:12.924 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 19:47:12.974 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud-agent] - Initializing Spring embedded WebApplicationContext
2025-04-03 19:47:12.974 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 642 ms
2025-04-03 19:47:13.124 [restartedMain] INFO  org.pcap4j.core.NativeMappings - Pcap4J successfully loaded a native pcap library: WinPcap version 4.1.3 (packet.dll version 4.1.0.2980), based on libpcap version 1.0 branch 1_0_rel0b (20091008)
2025-04-03 19:47:13.291 [restartedMain] WARN  org.pcap4j.core.Pcaps - failed to set hardware filter to non-promiscuous mode
2025-04-03 19:47:13.299 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet, use default value: 2
2025-04-03 19:47:13.299 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet6, use default value: 23
2025-04-03 19:47:13.299 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.packet, use default value: 17
2025-04-03 19:47:13.299 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.link, use default value: 18
2025-04-03 19:47:13.308 [restartedMain] INFO  org.pcap4j.core.Pcaps - 3 NIF(s) found.
2025-04-03 19:47:13.309 [restartedMain] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'pcap4j' defined in file [E:\wgcloud-new\wgcloud-3.5.7\wgcloud-agent\target\classes\com\wgcloud\Pcap4j.class]: Bean instantiation via constructor failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.wgcloud.Pcap4j]: Constructor threw exception; nested exception is java.lang.IllegalArgumentException: 没有找到配置的网卡，网卡名为: \Device\NPF_{A3132A18-F00F-4501-B457-05F3CE8CB769}
2025-04-03 19:47:13.311 [restartedMain] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2025-04-03 19:47:13.319 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-04-03 19:47:13.342 [restartedMain] ERROR org.springframework.boot.SpringApplication - Application run failed
org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'pcap4j' defined in file [E:\wgcloud-new\wgcloud-3.5.7\wgcloud-agent\target\classes\com\wgcloud\Pcap4j.class]: Bean instantiation via constructor failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.wgcloud.Pcap4j]: Constructor threw exception; nested exception is java.lang.IllegalArgumentException: 没有找到配置的网卡，网卡名为: \Device\NPF_{A3132A18-F00F-4501-B457-05F3CE8CB769}
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:315)
	at org.springframework.beans.factory.support.ConstructorResolver.autowireConstructor(ConstructorResolver.java:296)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.autowireConstructor(AbstractAutowireCapableBeanFactory.java:1372)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1222)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:582)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:542)
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:335)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:234)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:333)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:208)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:953)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:918)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:583)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:145)
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:740)
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:415)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:303)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1312)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1301)
	at com.wgcloud.WgcloudServiceApplication.main(WgcloudServiceApplication.java:23)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.boot.devtools.restart.RestartLauncher.run(RestartLauncher.java:49)
Caused by: org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.wgcloud.Pcap4j]: Constructor threw exception; nested exception is java.lang.IllegalArgumentException: 没有找到配置的网卡，网卡名为: \Device\NPF_{A3132A18-F00F-4501-B457-05F3CE8CB769}
	at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:224)
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:117)
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:311)
	... 24 common frames omitted
Caused by: java.lang.IllegalArgumentException: 没有找到配置的网卡，网卡名为: \Device\NPF_{A3132A18-F00F-4501-B457-05F3CE8CB769}
	at com.wgcloud.Pcap4j.<init>(Pcap4j.java:61)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
	at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:211)
	... 26 common frames omitted
2025-04-03 19:48:11.514 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 5588 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-agent\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 19:48:11.515 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 19:48:11.546 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 19:48:11.547 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 19:48:12.212 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
2025-04-03 19:48:12.219 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 19:48:12.219 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 19:48:12.288 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud-agent] - Initializing Spring embedded WebApplicationContext
2025-04-03 19:48:12.289 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 742 ms
2025-04-03 19:48:12.377 [restartedMain] INFO  org.pcap4j.core.NativeMappings - Pcap4J successfully loaded a native pcap library: WinPcap version 4.1.3 (packet.dll version 4.1.0.2980), based on libpcap version 1.0 branch 1_0_rel0b (20091008)
2025-04-03 19:48:12.564 [restartedMain] WARN  org.pcap4j.core.Pcaps - failed to set hardware filter to non-promiscuous mode
2025-04-03 19:48:12.572 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet, use default value: 2
2025-04-03 19:48:12.572 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet6, use default value: 23
2025-04-03 19:48:12.573 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.packet, use default value: 17
2025-04-03 19:48:12.573 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.link, use default value: 18
2025-04-03 19:48:12.579 [restartedMain] INFO  org.pcap4j.core.Pcaps - 3 NIF(s) found.
2025-04-03 19:48:12.582 [pool-1-thread-1] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.dlt.raw, use default value: 12
2025-04-03 19:48:12.583 [pool-1-thread-1] INFO  org.pcap4j.core.PcapHandle - Starting loop.
2025-04-03 19:48:12.602 [pool-1-thread-1] INFO  org.pcap4j.packet.factory.PacketFactories - A PacketFactoryBinderProvider implementation is found. ClassLoader: sun.misc.Launcher$AppClassLoader@18b4aac2, URL: file:/D:/apache-maven-3.8.6-bin/apache-maven-3.8.6/repo/org/pcap4j/pcap4j-packetfactory-static/1.8.2/pcap4j-packetfactory-static-1.8.2.jar
2025-04-03 19:48:12.665 [pool-1-thread-1] INFO  org.pcap4j.packet.factory.PacketFactories - Succeeded in PacketFactoryBinderProvider.getBinder()
2025-04-03 19:48:13.221 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-04-03 19:48:13.246 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9998 (http) with context path '/wgcloud-agent'
2025-04-03 19:48:13.256 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Started WgcloudServiceApplication in 2.045 seconds (JVM running for 2.629)
2025-04-03 19:48:34.659 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 7432 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-server\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 19:48:34.660 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 19:48:34.702 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 19:48:34.702 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 19:48:35.471 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
2025-04-03 19:48:35.480 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 19:48:35.481 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 19:48:35.535 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud] - Initializing Spring embedded WebApplicationContext
2025-04-03 19:48:35.535 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 832 ms
2025-04-03 19:48:36.308 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2025-04-03 19:48:36.530 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2025-04-03 19:48:36.556 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path '/wgcloud'
2025-04-03 19:48:36.566 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Started WgcloudServiceApplication in 2.208 seconds (JVM running for 2.874)
2025-04-03 19:48:41.339 [http-nio-9999-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-04-03 19:48:41.340 [http-nio-9999-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-04-03 19:48:41.341 [http-nio-9999-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-04-03 19:48:41.404 [http-nio-9999-exec-1] WARN  com.zaxxer.hikari.HikariConfig - HikariPool-1 - idleTimeout has been set but has no effect because the pool is operating as a fixed size pool.
2025-04-03 19:48:41.405 [http-nio-9999-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-04-03 19:48:41.406 [http-nio-9999-exec-1] WARN  com.zaxxer.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2025-04-03 19:48:41.494 [http-nio-9999-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-04-03 19:49:06.575 [taskScheduler-2] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 19:49:06
2025-04-03 19:49:06.576 [taskScheduler-2] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 19:49:06
2025-04-03 19:49:22.853 [taskScheduler-2] INFO  org.pcap4j.core.PcapDumper - Closed.
2025-04-03 19:49:22.853 [taskScheduler-2] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 19:49:22.971 [http-nio-9999-exec-1] ERROR o.a.c.c.C.[.[.[/wgcloud].[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [/wgcloud] threw exception [Request processing failed; nested exception is org.springframework.web.multipart.MaxUploadSizeExceededException: Maximum upload size exceeded; nested exception is java.lang.IllegalStateException: org.apache.tomcat.util.http.fileupload.impl.SizeLimitExceededException: the request was rejected because its size (94622829) exceeds the configured maximum (52428800)] with root cause
org.apache.tomcat.util.http.fileupload.impl.SizeLimitExceededException: the request was rejected because its size (94622829) exceeds the configured maximum (52428800)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.init(FileItemIteratorImpl.java:161)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.getMultiPartStream(FileItemIteratorImpl.java:205)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.findNextItem(FileItemIteratorImpl.java:224)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.<init>(FileItemIteratorImpl.java:142)
	at org.apache.tomcat.util.http.fileupload.FileUploadBase.getItemIterator(FileUploadBase.java:252)
	at org.apache.tomcat.util.http.fileupload.FileUploadBase.parseRequest(FileUploadBase.java:276)
	at org.apache.catalina.connector.Request.parseParts(Request.java:2932)
	at org.apache.catalina.connector.Request.getParts(Request.java:2834)
	at org.apache.catalina.connector.RequestFacade.getParts(RequestFacade.java:1098)
	at org.springframework.web.multipart.support.StandardMultipartHttpServletRequest.parseRequest(StandardMultipartHttpServletRequest.java:95)
	at org.springframework.web.multipart.support.StandardMultipartHttpServletRequest.<init>(StandardMultipartHttpServletRequest.java:88)
	at org.springframework.web.multipart.support.StandardServletMultipartResolver.resolveMultipart(StandardServletMultipartResolver.java:122)
	at org.springframework.web.servlet.DispatcherServlet.checkMultipart(DispatcherServlet.java:1205)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1039)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:963)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:681)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:764)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at com.wgcloud.filter.AuthRestFilter.doFilter(AuthRestFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
